Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-10-30 00:00:00+08:00,0.3034604787826538,0.30549732498593485,0.2993873544988124,0.3034604787826538,128839100,0.0,0.0
2000-11-29 00:00:00+08:00,0.301424007605403,0.3034605703619239,0.2769841182813677,0.2790209650993347,146456700,0.0,0.0
2000-12-28 00:00:00+08:00,0.23828798149895772,0.24643453154370826,0.23828798149895772,0.24439768493175507,70657600,0.0,0.0
2001-01-30 00:00:00+08:00,0.23828802656138187,0.23828802656138187,0.22810465954129092,0.23014122247695923,56994600,0.0,0.0
2001-02-27 00:00:00+08:00,0.2688376222988216,0.2708742169139674,0.2627276648602529,0.26680105924606323,67046200,0.0,0.0
2001-03-29 00:00:00+08:00,0.23421460826699006,0.2443977059571319,0.23217804554125007,0.2423611432313919,66537900,0.0,0.0
2001-04-27 00:00:00+08:00,0.2790210117135163,0.2851309850652777,0.2749476014585109,0.2830941379070282,192292100,0.0,0.0
2001-05-30 00:00:00+08:00,0.3277803574906632,0.32993701739873843,0.3083725237131918,0.31915462017059326,444553200,0.0,0.0
2001-06-28 00:00:00+08:00,0.33209339749864897,0.3342497567720954,0.319154640316445,0.325624018907547,117503100,0.0,0.0
2001-07-30 00:00:00+08:00,0.293277109053089,0.29543376897302903,0.28465137168556504,0.2889643907546997,55585400,0.0,0.0
2001-08-30 00:00:00+08:00,0.2415223896972782,0.2501481266687548,0.2415223896972782,0.24583540856838226,81010800,0.0,0.0
2001-09-27 00:00:00+08:00,0.22642726128486124,0.2328966388198742,0.22642726128486124,0.2307399958372116,52405600,0.0,0.0
2001-10-30 00:00:00+08:00,0.2479918197635805,0.25877391805238525,0.24367879998558173,0.2544611990451813,133614000,0.0,0.0
2001-11-29 00:00:00+08:00,0.2372094690799713,0.24152247272424995,0.23505309257901322,0.2372094690799713,53144000,0.0,0.0
2001-12-28 00:00:00+08:00,0.23073999583721158,0.23505299774130733,0.22858362020629436,0.2307399958372116,36758800,0.0,0.0
2002-01-30 00:00:00+08:00,0.24367873985700747,0.2523047605750159,0.24152238088549455,0.25014811754226685,124852000,0.0,0.0
2002-02-27 00:00:00+08:00,0.25661754837284284,0.2630869273979061,0.25661754837284284,0.2609305679798126,20969000,0.0,0.0
2002-03-28 00:00:00+08:00,0.2738694243842627,0.2760258014178268,0.267400042641146,0.2717127799987793,49744500,0.0,0.0
2002-04-29 00:00:00+08:00,0.2781821446988173,0.2781821446988173,0.2674000262586435,0.2695564031600952,140244000,0.0,0.0
2002-05-30 00:00:00+08:00,0.2717127633520531,0.2717127633520531,0.2652433820052888,0.2695564031600952,74349020,0.0,0.0
2002-06-27 00:00:00+08:00,0.29759013378089205,0.29759013378089205,0.2932771146297455,0.2932771146297455,15516800,0.0,0.0
2002-07-30 00:00:00+08:00,0.2766254796674183,0.28348397258966884,0.27433909688043223,0.28119760751724243,63580400,0.0,0.0
2002-08-29 00:00:00+08:00,0.2766255645099955,0.2766255645099955,0.2651946036553488,0.2674809694290161,43738812,0.0,0.0
2002-09-27 00:00:00+08:00,0.2858456112018547,0.2904936373233795,0.2858456112018547,0.2904936373233795,30719000,0.0,0.0
2002-10-30 00:00:00+08:00,0.2719021410324884,0.27654986065161113,0.2719021410324884,0.27422600984573364,25758200,0.0,0.0
2002-11-28 00:00:00+08:00,0.2788738191117303,0.28352184665039226,0.2788738191117303,0.28119799494743347,56274400,0.0,0.0
2002-12-30 00:00:00+08:00,0.31605699413137983,0.31605699413137983,0.3021135622021922,0.3067612648010254,15698800,0.0,0.0
2003-01-30 00:00:00+08:00,0.3323250549806405,0.33464890718460083,0.33000087864386596,0.33464890718460083,36843300,0.0,0.0
2003-02-27 00:00:00+08:00,0.34626835327906913,0.34626835327906913,0.3369726240634918,0.3369726240634918,53232400,0.0,0.0
2003-03-28 00:00:00+08:00,0.3439445682041496,0.36021217849545606,0.3439445682041496,0.3555644750595093,108450030,0.0,0.0
2003-04-29 00:00:00+08:00,0.35788822174072266,0.36253624794526473,0.35556437070477726,0.35788822174072266,86496800,0.0,0.0
2003-05-29 00:00:00+08:00,0.38809969800524374,0.38809969800524374,0.37647979107913093,0.3834516704082489,61985300,0.0,0.0
2003-06-27 00:00:00+08:00,0.44939376531971054,0.4517968762073338,0.44218424644423765,0.4445873200893402,63597300,0.0,0.0
2003-07-30 00:00:00+08:00,0.5046668084059774,0.5046668084059774,0.48664310421752227,0.492651104927063,40679600,0.0,0.0
2003-08-28 00:00:00+08:00,0.5347065242901702,0.5407145619392395,0.5226905234770695,0.5407145619392395,175154948,0.0,0.0
